"GeneSet_Database"	"GeneSet_Category"	"GeneSet_Sub_Category"	"GeneSet_Name"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOLLERN_ADENOMYOEPITHELIAL_BREAST_TUMOR"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOLLERN_EMT_BREAST_TUMOR_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOLLERN_EMT_BREAST_TUMOR_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOLLERN_MICROACINAR_BREAST_TUMOR_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOLLERN_MICROACINAR_BREAST_TUMOR_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOLLERN_PAPILLARY_BREAST_TUMOR"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOLLERN_SOLID_NODULAR_BREAST_TUMOR_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOLLERN_SOLID_NODULAR_BREAST_TUMOR_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOLLERN_SQUAMOUS_BREAST_TUMOR"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOLLMANN_APOPTOSIS_VIA_CD40_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOLLMANN_APOPTOSIS_VIA_CD40_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HONMA_DOCETAXEL_RESISTANCE"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HONRADO_BREAST_CANCER_BRCA1_VS_BRCA2"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOOI_ST7_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOOI_ST7_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOQUE_METHYLATED_IN_CANCER"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HORIUCHI_WTAP_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HORIUCHI_WTAP_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HORTON_SREBF_TARGETS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOSHIDA_LIVER_CANCER_SUBCLASS_S1"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOSHIDA_LIVER_CANCER_SUBCLASS_S2"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOSHIDA_LIVER_CANCER_SUBCLASS_S3"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOSHIDA_LIVER_CANCER_SURVIVAL_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOSHIDA_LIVER_CANCER_SURVIVAL_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOUSTIS_ROS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOWLIN_CITED1_TARGETS_1_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOWLIN_CITED1_TARGETS_1_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOWLIN_CITED1_TARGETS_2_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOWLIN_CITED1_TARGETS_2_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HOWLIN_PUBERTAL_MAMMARY_GLAND"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HSIAO_HOUSEKEEPING_GENES"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HSIAO_LIVER_SPECIFIC_GENES"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HU_ANGIOGENESIS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HU_ANGIOGENESIS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HU_GENOTOXIC_DAMAGE_24HR"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HU_GENOTOXIC_DAMAGE_4HR"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_24HR"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_4HR"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUANG_DASATINIB_RESISTANCE_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUANG_DASATINIB_SENSITIVITY_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUANG_FOXA2_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUANG_FOXA2_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUANG_GATA2_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUANG_GATA2_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUI_MAPK14_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUMMEL_BURKITTS_LYMPHOMA_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUMMEL_BURKITTS_LYMPHOMA_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUMMERICH_BENIGN_SKIN_TUMOR_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUMMERICH_BENIGN_SKIN_TUMOR_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUMMERICH_MALIGNANT_SKIN_TUMOR_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUMMERICH_MALIGNANT_SKIN_TUMOR_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUMMERICH_SKIN_CANCER_PROGRESSION_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUMMERICH_SKIN_CANCER_PROGRESSION_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUNSBERGER_EXERCISE_REGULATED_GENES"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUPER_BREAST_BASAL_VS_LUMINAL_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUPER_BREAST_BASAL_VS_LUMINAL_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUTTMANN_B_CLL_POOR_SURVIVAL_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HUTTMANN_B_CLL_POOR_SURVIVAL_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"HWANG_PROSTATE_CANCER_MARKERS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IGARASHI_ATF4_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IGARASHI_ATF4_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IGLESIAS_E2F_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IGLESIAS_E2F_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IIZUKA_LIVER_CANCER_EARLY_RECURRENCE"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IKEDA_MIR1_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IKEDA_MIR1_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IKEDA_MIR133_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IKEDA_MIR133_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IKEDA_MIR30_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IKEDA_MIR30_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IM_SREBF1A_TARGETS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"INAMURA_LUNG_CANCER_SCC_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"INAMURA_LUNG_CANCER_SCC_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"INGA_TP53_TARGETS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"INGRAM_SHH_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"INGRAM_SHH_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IRITANI_MAD1_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IRITANI_MAD1_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"ISHIDA_E2F_TARGETS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"ISHIDA_TARGETS_OF_SYT_SSX_FUSIONS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"ISHIKAWA_STING_SIGNALING"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"ISSAEVA_MLL2_TARGETS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"ITO_PTTG1_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"ITO_PTTG1_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IVANOV_MUTATED_IN_COLON_CANCER"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IVANOVA_HEMATOPOIESIS_EARLY_PROGENITOR"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IVANOVA_HEMATOPOIESIS_MATURE_CELL"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IVANOVA_HEMATOPOIESIS_STEM_CELL"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IVANOVA_HEMATOPOIESIS_STEM_CELL_AND_PROGENITOR"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IVANOVA_HEMATOPOIESIS_STEM_CELL_SHORT_TERM"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IVANOVSKA_MIR106B_TARGETS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IWANAGA_CARCINOGENESIS_BY_KRAS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IWANAGA_CARCINOGENESIS_BY_KRAS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IWANAGA_E2F1_TARGETS_NOT_INDUCED_BY_SERUM"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IYENGAR_RESPONSE_TO_ADIPOCYTE_FACTORS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JAATINEN_HEMATOPOIETIC_STEM_CELL_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JAATINEN_HEMATOPOIETIC_STEM_CELL_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JACKSON_DNMT1_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JACKSON_DNMT1_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JAEGER_METASTASIS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JAEGER_METASTASIS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JAIN_NFKB_SIGNALING"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JAZAG_TGFB1_SIGNALING_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JAZAG_TGFB1_SIGNALING_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JAZAG_TGFB1_SIGNALING_VIA_SMAD4_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JAZAG_TGFB1_SIGNALING_VIA_SMAD4_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JEON_SMAD6_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JEON_SMAD6_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JEPSEN_SMRT_TARGETS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JI_METASTASIS_REPRESSED_BY_STK11"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JI_RESPONSE_TO_FSH_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JI_RESPONSE_TO_FSH_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JIANG_AGING_CEREBRAL_CORTEX_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JIANG_AGING_CEREBRAL_CORTEX_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JIANG_AGING_HYPOTHALAMUS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JIANG_AGING_HYPOTHALAMUS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JIANG_CORE_DUPLICON_GENES"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JIANG_HYPOXIA_CANCER"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JIANG_HYPOXIA_NORMAL"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JIANG_HYPOXIA_VIA_VHL"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JIANG_TIP30_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JIANG_TIP30_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JIANG_VHL_TARGETS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JISON_SICKLE_CELL_DISEASE_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JISON_SICKLE_CELL_DISEASE_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JOHNSTONE_PARVB_TARGETS_1_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JOHNSTONE_PARVB_TARGETS_1_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JOHNSTONE_PARVB_TARGETS_2_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JOHNSTONE_PARVB_TARGETS_2_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JOHNSTONE_PARVB_TARGETS_3_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JOHNSTONE_PARVB_TARGETS_3_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JONES_TCOF1_TARGETS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"JU_AGING_TERC_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KAAB_FAILED_HEART_ATRIUM_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KAAB_FAILED_HEART_ATRIUM_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KAAB_FAILED_HEART_VENTRICLE_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KAAB_HEART_ATRIUM_VS_VENTRICLE_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KAAB_HEART_ATRIUM_VS_VENTRICLE_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KALMA_E2F1_TARGETS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KAMIKUBO_MYELOID_CEBPA_NETWORK"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KAMIKUBO_MYELOID_MN1_NETWORK"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KAMMINGA_EZH2_TARGETS"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KAMMINGA_SENESCENCE"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KAN_RESPONSE_TO_ARSENIC_TRIOXIDE"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KANG_AR_TARGETS_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KANG_AR_TARGETS_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KANG_CISPLATIN_RESISTANCE_DN"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KANG_CISPLATIN_RESISTANCE_UP"
"MSigDB"	"C2: Curated Gene Sets"	"CPG: Chemical and Genetic Perturbations"	"KANG_DOXORUBICIN_RESISTANCE_DN"
